[DEBUGE]|[2024:4:4:3:58] METHOD=GET,URI=/,VERSION=HTTP/1.1
[DEBUGE]|[2024:4:4:3:58] NOT USE CGI------------------------
[DEBUGE]|[2024:4:4:3:58] RESPONSE CODE = 200
[DEBUGE]|[2024:4:4:3:58] GET A NEW LINK SOCK = 5
[WARING]|[2024:4:4:3:58] RECV ERROR ,STOP BUILD AND SEND
[DEBUGE]|[2024:4:4:3:58] GET A NEW LINK SOCK = 6
[WARING]|[2024:4:4:3:58] RECV ERROR ,STOP BUILD AND SEND
[DEBUGE]|[2024:4:4:3:58] GET A NEW LINK SOCK = 5
[WARING]|[2024:4:4:3:58] RECV ERROR ,STOP BUILD AND SEND
[DEBUGE]|[2024:4:4:3:58] GET A NEW LINK SOCK = 6
[WARING]|[2024:4:4:3:59] RECV ERROR ,STOP BUILD AND SEND
[DEBUGE]|[2024:4:4:4:11] GET A NEW LINK SOCK = 5
[WARING]|[2024:4:4:4:11] RECV ERROR ,STOP BUILD AND SEND
[DEBUGE]|[2024:4:4:4:11] GET A NEW LINK SOCK = 6
[DEBUGE]|[2024:4:4:4:11] METHOD=GET,URI=/,VERSION=HTTP/1.1
[DEBUGE]|[2024:4:4:4:11] NOT USE CGI------------------------
[DEBUGE]|[2024:4:4:4:11] RESPONSE CODE = 200
[DEBUGE]|[2024:4:4:4:11] GET A NEW LINK SOCK = 5
[DEBUGE]|[2024:4:4:4:11] METHOD=GET,URI=/,VERSION=HTTP/1.1
[DEBUGE]|[2024:4:4:4:11] NOT USE CGI------------------------
[DEBUGE]|[2024:4:4:4:11] RESPONSE CODE = 200
[DEBUGE]|[2024:4:4:4:11] GET A NEW LINK SOCK = 6
[DEBUGE]|[2024:4:4:4:11] METHOD=PRI,URI=*,VERSION=HTTP/2.0
[DEBUGE]|[2024:4:4:4:11] NOT ALLOW REQUEST
[DEBUGE]|[2024:4:4:4:11] RESPONSE CODE = 400
[DEBUGE]|[2024:4:4:4:11] GET A NEW LINK SOCK = 5
[DEBUGE]|[2024:4:4:4:11] METHOD=GET,URI=/favicon.ico,VERSION=HTTP/1.1
[ERROR]|[2024:4:4:4:11] REQUEST RESOURCE NOT EXIST
[DEBUGE]|[2024:4:4:4:11] RESPONSE CODE = 404
[DEBUGE]|[2024:4:4:4:25] GET A NEW LINK SOCK = 6
[WARING]|[2024:4:4:4:28] RECV ERROR ,STOP BUILD AND SEND
[DEBUGE]|[2024:4:4:4:46] GET A NEW LINK SOCK = 5
[DEBUGE]|[2024:4:4:4:46] METHOD=CONNECT,URI=45.61.137.126:7227,VERSION=HTTP/1.1
[DEBUGE]|[2024:4:4:4:46] NOT ALLOW REQUEST
[DEBUGE]|[2024:4:4:4:46] RESPONSE CODE = 400
[DEBUGE]|[2024:4:4:5:20] GET A NEW LINK SOCK = 6
[DEBUGE]|[2024:4:4:5:20] METHOD=CONNECT,URI=193.149.189.126:7227,VERSION=HTTP/1.1
[DEBUGE]|[2024:4:4:5:20] NOT ALLOW REQUEST
[DEBUGE]|[2024:4:4:5:20] RESPONSE CODE = 400
[DEBUGE]|[2024:4:4:5:34] GET A NEW LINK SOCK = 5
[WARING]|[2024:4:4:5:37] RECV ERROR ,STOP BUILD AND SEND
[WARING]|[2024:4:4:5:48] RECV ERROR ,STOP BUILD AND SEND
[DEBUGE]|[2024:4:4:8:4] GET A NEW LINK SOCK = 6
[DEBUGE]|[2024:4:4:8:4] METHOD=GET,URI=/,VERSION=HTTP/1.1
[DEBUGE]|[2024:4:4:8:4] NOT USE CGI------------------------
[DEBUGE]|[2024:4:4:8:4] RESPONSE CODE = 200
